Valor do sinal,Temperatura,Umidade,DataHora
-0.08984375,0.274,0.69,2024-04-04 17:47:52
-0.029296875,0.274,0.69,2024-04-04 17:48:08
0.03125,0.274,0.69,2024-04-04 17:48:24
-0.083984375,0.274,0.69,2024-04-04 17:48:40
-0.109375,0.274,0.69,2024-04-04 17:48:57
-0.05078125,0.274,0.69,2024-04-04 17:49:13
-0.01953125,0.274,0.69,2024-04-04 17:49:29
-0.16015625,0.274,0.69,2024-04-04 17:49:45
-0.19140625,0.274,0.69,2024-04-04 17:50:02
-0.1015625,0.274,0.69,2024-04-04 17:50:18
-0.06640625,0.274,0.69,2024-04-04 17:50:34
-0.166015625,0.274,0.69,2024-04-04 17:50:50
-0.146484375,0.274,0.69,2024-04-04 17:51:07
-0.033203125,0.274,0.69,2024-04-04 17:51:23
-0.064453125,0.274,0.69,2024-04-04 17:51:39
-0.17578125,0.274,0.69,2024-04-04 17:51:55
-0.115234375,0.274,0.69,2024-04-04 17:52:12
-0.015625,0.274,0.69,2024-04-04 17:52:28
-0.080078125,0.274,0.69,2024-04-04 17:52:44
-0.154296875,0.274,0.69,2024-04-04 17:53:00
-0.087890625,0.274,0.69,2024-04-04 17:53:16
-0.0078125,0.274,0.69,2024-04-04 17:53:32
-0.078125,0.274,0.69,2024-04-04 17:53:49
-0.140625,0.274,0.69,2024-04-04 17:54:05
-0.05859375,0.274,0.69,2024-04-04 17:54:21
0.00390625,0.274,0.69,2024-04-04 17:54:37
-0.103515625,0.274,0.69,2024-04-04 17:54:54
-0.130859375,0.274,0.69,2024-04-04 17:55:10
-0.05859375,0.274,0.69,2024-04-04 17:55:26
-0.0078125,0.274,0.69,2024-04-04 17:55:42
-0.091796875,0.274,0.69,2024-04-04 17:55:58
-0.11328125,0.274,0.69,2024-04-04 17:56:14
-0.029296875,0.274,0.69,2024-04-04 17:56:30
-0.00390625,0.274,0.69,2024-04-04 17:56:46
-0.087890625,0.274,0.69,2024-04-04 17:57:02
-0.07421875,0.274,0.69,2024-04-04 17:57:18
0.03125,0.274,0.69,2024-04-04 17:57:35
0.00390625,0.274,0.69,2024-04-04 17:57:51
-0.07421875,0.274,0.69,2024-04-04 17:58:07
-0.044921875,0.274,0.69,2024-04-04 17:58:23
0.056640625,0.274,0.69,2024-04-04 17:58:39
-0.0234375,0.274,0.69,2024-04-04 17:58:56
-0.111328125,0.274,0.69,2024-04-04 17:59:12
-0.068359375,0.274,0.69,2024-04-04 17:59:28
0.015625,0.274,0.69,2024-04-04 17:59:44
-0.05859375,0.274,0.69,2024-04-04 18:00:00
-0.12890625,0.274,0.69,2024-04-04 18:00:17
-0.064453125,0.274,0.69,2024-04-04 18:00:33
-0.01953125,0.274,0.69,2024-04-04 18:00:49
-0.10546875,0.274,0.69,2024-04-04 18:01:06
-0.138671875,0.274,0.69,2024-04-04 18:01:22
-0.0546875,0.274,0.69,2024-04-04 18:01:38
-0.021484375,0.274,0.69,2024-04-04 18:01:54
-0.115234375,0.274,0.69,2024-04-04 18:02:11
-0.126953125,0.274,0.69,2024-04-04 18:02:27
-0.001953125,0.274,0.69,2024-04-04 18:02:43
-0.00390625,0.274,0.69,2024-04-04 18:02:59
-0.10546875,0.274,0.69,2024-04-04 18:03:16
-0.099609375,0.274,0.69,2024-04-04 18:03:32
0.009765625,0.274,0.69,2024-04-04 18:03:48
-0.03125,0.274,0.69,2024-04-04 18:04:04
-0.1328125,0.274,0.69,2024-04-04 18:04:20
-0.111328125,0.274,0.69,2024-04-04 18:04:36
-0.025390625,0.274,0.69,2024-04-04 18:04:53
-0.091796875,0.274,0.69,2024-04-04 18:05:09
-0.1484375,0.274,0.69,2024-04-04 18:05:25
-0.107421875,0.274,0.69,2024-04-04 18:05:41
-0.01171875,0.274,0.69,2024-04-04 18:05:57
-0.095703125,0.274,0.69,2024-04-04 18:06:13
-0.146484375,0.274,0.69,2024-04-04 18:06:30
-0.076171875,0.274,0.69,2024-04-04 18:06:46
-0.015625,0.274,0.69,2024-04-04 18:07:02
-0.126953125,0.274,0.69,2024-04-04 18:07:18
-0.130859375,0.274,0.69,2024-04-04 18:07:34
-0.052734375,0.274,0.69,2024-04-04 18:07:50
-0.01171875,0.274,0.69,2024-04-04 18:08:06
-0.11328125,0.274,0.69,2024-04-04 18:08:23
-0.1328125,0.274,0.69,2024-04-04 18:08:39
-0.056640625,0.274,0.69,2024-04-04 18:08:55
-0.0625,0.274,0.69,2024-04-04 18:09:11
-0.154296875,0.274,0.69,2024-04-04 18:09:27
-0.142578125,0.274,0.69,2024-04-04 18:09:43
-0.05078125,0.274,0.69,2024-04-04 18:10:00
-0.078125,0.274,0.69,2024-04-04 18:10:16
-0.15625,0.274,0.69,2024-04-04 18:10:32
-0.134765625,0.274,0.69,2024-04-04 18:10:48
-0.037109375,0.274,0.69,2024-04-04 18:11:04
-0.099609375,0.274,0.69,2024-04-04 18:11:20
-0.169921875,0.274,0.69,2024-04-04 18:11:37
-0.12109375,0.274,0.69,2024-04-04 18:11:53
-0.04296875,0.274,0.69,2024-04-04 18:12:09
-0.10546875,0.274,0.69,2024-04-04 18:12:25
-0.169921875,0.274,0.69,2024-04-04 18:12:41
-0.087890625,0.274,0.69,2024-04-04 18:12:58
-0.037109375,0.274,0.71,2024-04-04 18:13:14
-0.123046875,0.274,0.71,2024-04-04 18:13:30
-0.140625,0.274,0.71,2024-04-04 18:13:46
-0.0625,0.274,0.71,2024-04-04 18:14:02
-0.056640625,0.274,0.71,2024-04-04 18:14:18
-0.150390625,0.274,0.71,2024-04-04 18:14:34
-0.150390625,0.274,0.71,2024-04-04 18:14:51
-0.07421875,0.274,0.71,2024-04-04 18:15:07
-0.08203125,0.274,0.71,2024-04-04 18:15:23
-0.18359375,0.274,0.71,2024-04-04 18:15:39
-0.1875,0.274,0.71,2024-04-04 18:15:56
-0.107421875,0.274,0.71,2024-04-04 18:16:12
-0.146484375,0.274,0.71,2024-04-04 18:16:28
-0.2421875,0.274,0.71,2024-04-04 18:16:44
-0.201171875,0.274,0.71,2024-04-04 18:17:00
-0.09375,0.274,0.71,2024-04-04 18:17:16
-0.138671875,0.274,0.71,2024-04-04 18:17:32
-0.2109375,0.274,0.71,2024-04-04 18:17:48
-0.150390625,0.274,0.71,2024-04-04 18:18:05
-0.07421875,0.274,0.71,2024-04-04 18:18:21
-0.1484375,0.274,0.71,2024-04-04 18:18:37
-0.22265625,0.274,0.71,2024-04-04 18:18:53
-0.115234375,0.274,0.71,2024-04-04 18:19:09
-0.05859375,0.274,0.71,2024-04-04 18:19:26
-0.134765625,0.274,0.71,2024-04-04 18:19:42
-0.150390625,0.274,0.71,2024-04-04 18:19:58
-0.048828125,0.274,0.71,2024-04-04 18:20:14
0.142578125,0.274,0.71,2024-04-04 18:20:30
0.068359375,0.274,0.71,2024-04-04 18:20:47
0.029296875,0.274,0.71,2024-04-04 18:21:03
0.099609375,0.274,0.71,2024-04-04 18:21:19
0.06640625,0.274,0.71,2024-04-04 18:21:35
-0.080078125,0.274,0.71,2024-04-04 18:21:52
-0.087890625,0.274,0.71,2024-04-04 18:22:08
-0.005859375,0.274,0.71,2024-04-04 18:22:24
-0.068359375,0.274,0.71,2024-04-04 18:22:40
-0.15625,0.274,0.71,2024-04-04 18:22:56
-0.15625,0.274,0.71,2024-04-04 18:23:13
-0.0703125,0.274,0.71,2024-04-04 18:23:29
-0.173828125,0.274,0.71,2024-04-04 18:23:45
-0.310546875,0.274,0.71,2024-04-04 18:24:01
-0.02734375,0.274,0.71,2024-04-04 18:24:17
-0.052734375,0.274,0.71,2024-04-04 18:24:34
-0.1484375,0.274,0.71,2024-04-04 18:24:50
-0.11328125,0.274,0.71,2024-04-04 18:25:06
-0.015625,0.274,0.71,2024-04-04 18:25:22
-0.064453125,0.274,0.71,2024-04-04 18:25:38
-0.130859375,0.274,0.71,2024-04-04 18:25:54
-0.076171875,0.274,0.71,2024-04-04 18:26:11
0.021484375,0.274,0.71,2024-04-04 18:26:27
-0.05859375,0.274,0.71,2024-04-04 18:26:43
-0.109375,0.274,0.71,2024-04-04 18:26:59
-0.029296875,0.274,0.71,2024-04-04 18:27:16
0.04296875,0.274,0.71,2024-04-04 18:27:32
-0.0546875,0.274,0.71,2024-04-04 18:27:48
-0.083984375,0.274,0.71,2024-04-04 18:28:04
0.009765625,0.274,0.71,2024-04-04 18:28:20
0.017578125,0.274,0.71,2024-04-04 18:28:37
-0.083984375,0.274,0.71,2024-04-04 18:28:53
-0.08984375,0.274,0.71,2024-04-04 18:29:09
0.015625,0.274,0.71,2024-04-04 18:29:25
0.0234375,0.274,0.71,2024-04-04 18:29:42
-0.095703125,0.274,0.71,2024-04-04 18:29:58
-0.080078125,0.274,0.71,2024-04-04 18:30:14
0.0234375,0.274,0.71,2024-04-04 18:30:31
0.013671875,0.274,0.71,2024-04-04 18:30:47
-0.064453125,0.274,0.71,2024-04-04 18:31:03
-0.041015625,0.274,0.71,2024-04-04 18:31:19
0.06640625,0.274,0.71,2024-04-04 18:31:35
-0.015625,0.274,0.71,2024-04-04 18:31:52
-0.08984375,0.274,0.71,2024-04-04 18:32:08
-0.01171875,0.274,0.71,2024-04-04 18:32:24
0.0625,0.274,0.71,2024-04-04 18:32:40
-0.015625,0.274,0.71,2024-04-04 18:32:57
-0.078125,0.274,0.71,2024-04-04 18:33:13
-0.005859375,0.274,0.71,2024-04-04 18:33:29
0.05078125,0.274,0.71,2024-04-04 18:33:45
-0.064453125,0.274,0.71,2024-04-04 18:34:01
-0.095703125,0.274,0.71,2024-04-04 18:34:18
0.01953125,0.274,0.71,2024-04-04 18:34:34
0.04296875,0.274,0.71,2024-04-04 18:34:50
-0.07421875,0.274,0.71,2024-04-04 18:35:06
-0.07421875,0.274,0.71,2024-04-04 18:35:22
0.03515625,0.274,0.71,2024-04-04 18:35:38
0.03515625,0.274,0.71,2024-04-04 18:35:55
-0.076171875,0.274,0.71,2024-04-04 18:36:11
-0.064453125,0.274,0.71,2024-04-04 18:36:27
0.037109375,0.274,0.71,2024-04-04 18:36:44
0.0,0.274,0.71,2024-04-04 18:37:00
-0.08984375,0.274,0.71,2024-04-04 18:37:16
-0.0390625,0.274,0.71,2024-04-04 18:37:32
0.025390625,0.274,0.71,2024-04-04 18:37:49
-0.02734375,0.274,0.71,2024-04-04 18:38:05
-0.099609375,0.274,0.71,2024-04-04 18:38:21
-0.03515625,0.274,0.71,2024-04-04 18:38:37
0.037109375,0.274,0.71,2024-04-04 18:38:54
-0.048828125,0.274,0.71,2024-04-04 18:39:10
-0.12890625,0.274,0.71,2024-04-04 18:39:26
-0.04296875,0.274,0.71,2024-04-04 18:39:42
0.017578125,0.274,0.71,2024-04-04 18:39:58
-0.072265625,0.274,0.71,2024-04-04 18:40:14
-0.10546875,0.274,0.71,2024-04-04 18:40:31
-0.013671875,0.274,0.71,2024-04-04 18:40:47
0.005859375,0.274,0.71,2024-04-04 18:41:03
-0.130859375,0.274,0.71,2024-04-04 18:41:19
-0.1171875,0.274,0.71,2024-04-04 18:41:35
0.00390625,0.274,0.71,2024-04-04 18:41:51
-0.00390625,0.274,0.71,2024-04-04 18:42:08
-0.130859375,0.274,0.71,2024-04-04 18:42:24
-0.107421875,0.274,0.71,2024-04-04 18:42:40
-0.01171875,0.274,0.71,2024-04-04 18:42:57
-0.056640625,0.274,0.71,2024-04-04 18:43:13
-0.140625,0.274,0.71,2024-04-04 18:43:29
-0.111328125,0.274,0.71,2024-04-04 18:43:45
-0.015625,0.274,0.71,2024-04-04 18:44:01
-0.083984375,0.274,0.71,2024-04-04 18:44:18
-0.130859375,0.274,0.71,2024-04-04 18:44:34
-0.064453125,0.274,0.71,2024-04-04 18:44:50
0.015625,0.274,0.71,2024-04-04 18:45:06
-0.068359375,0.274,0.71,2024-04-04 18:45:22
-0.125,0.274,0.71,2024-04-04 18:45:39
-0.046875,0.274,0.71,2024-04-04 18:45:55
-0.005859375,0.274,0.71,2024-04-04 18:46:11
-0.091796875,0.274,0.71,2024-04-04 18:46:27
-0.107421875,0.274,0.71,2024-04-04 18:46:44
-0.00390625,0.274,0.71,2024-04-04 18:47:00
0.009765625,0.274,0.71,2024-04-04 18:47:16
-0.091796875,0.274,0.71,2024-04-04 18:47:32
-0.09765625,0.274,0.71,2024-04-04 18:47:49
-0.005859375,0.274,0.71,2024-04-04 18:48:05
-0.0625,0.274,0.71,2024-04-04 18:48:21
-0.203125,0.274,0.71,2024-04-04 18:48:37
-0.16796875,0.274,0.71,2024-04-04 18:48:54
-0.072265625,0.274,0.71,2024-04-04 18:49:10
-0.123046875,0.274,0.71,2024-04-04 18:49:26
-0.50390625,0.274,0.71,2024-04-04 18:49:42
-0.501953125,0.274,0.71,2024-04-04 18:49:58
-0.408203125,0.274,0.71,2024-04-04 18:50:15
-0.44921875,0.274,0.71,2024-04-04 18:50:31
-0.517578125,0.274,0.71,2024-04-04 18:50:47
-0.439453125,0.274,0.71,2024-04-04 18:51:03
-0.337890625,0.274,0.71,2024-04-04 18:51:19
-0.4140625,0.274,0.71,2024-04-04 18:51:36
-0.4453125,0.274,0.71,2024-04-04 18:51:52
-0.32421875,0.274,0.71,2024-04-04 18:52:08
-0.2421875,0.274,0.71,2024-04-04 18:52:24
-0.3203125,0.274,0.71,2024-04-04 18:52:41
-0.306640625,0.274,0.71,2024-04-04 18:52:57
-0.193359375,0.274,0.71,2024-04-04 18:53:13
-0.15625,0.274,0.71,2024-04-04 18:53:29
-0.240234375,0.274,0.71,2024-04-04 18:53:46
-0.2109375,0.274,0.71,2024-04-04 18:54:02
-0.09375,0.274,0.71,2024-04-04 18:54:18
-0.1015625,0.274,0.71,2024-04-04 18:54:34
-0.193359375,0.274,0.71,2024-04-04 18:54:50
-0.13671875,0.274,0.71,2024-04-04 18:55:07
-0.0234375,0.274,0.71,2024-04-04 18:55:23
-0.06640625,0.274,0.71,2024-04-04 18:55:39
-0.1328125,0.274,0.71,2024-04-04 18:55:55
-0.087890625,0.274,0.71,2024-04-04 18:56:12
0.009765625,0.274,0.71,2024-04-04 18:56:28
-0.0703125,0.274,0.71,2024-04-04 18:56:44
-0.125,0.274,0.71,2024-04-04 18:57:00
-0.060546875,0.274,0.71,2024-04-04 18:57:16
0.021484375,0.274,0.71,2024-04-04 18:57:32
-0.07421875,0.274,0.71,2024-04-04 18:57:48
-0.107421875,0.274,0.71,2024-04-04 18:58:05
-0.013671875,0.274,0.71,2024-04-04 18:58:21
0.048828125,0.274,0.71,2024-04-04 18:58:37
-0.048828125,0.274,0.71,2024-04-04 18:58:53
-0.0703125,0.274,0.71,2024-04-04 18:59:09
0.0234375,0.274,0.71,2024-04-04 18:59:26
0.048828125,0.274,0.71,2024-04-04 18:59:42
-0.0625,0.274,0.71,2024-04-04 18:59:58
-0.05859375,0.274,0.71,2024-04-04 19:00:14
0.05078125,0.274,0.71,2024-04-04 19:00:31
0.03515625,0.274,0.71,2024-04-04 19:00:47
-0.052734375,0.274,0.71,2024-04-04 19:01:03
-0.02734375,0.274,0.71,2024-04-04 19:01:20
0.06640625,0.274,0.71,2024-04-04 19:01:36
0.041015625,0.274,0.71,2024-04-04 19:01:52
-0.029296875,0.274,0.71,2024-04-04 19:02:08
0.01953125,0.274,0.71,2024-04-04 19:02:24
0.11328125,0.274,0.71,2024-04-04 19:02:41
0.033203125,0.274,0.71,2024-04-04 19:02:57
-0.041015625,0.274,0.71,2024-04-04 19:03:13
0.001953125,0.274,0.71,2024-04-04 19:03:29
0.08203125,0.274,0.71,2024-04-04 19:03:45
-0.021484375,0.274,0.71,2024-04-04 19:04:01
-0.07421875,0.274,0.71,2024-04-04 19:04:18
0.013671875,0.274,0.71,2024-04-04 19:04:34
0.06640625,0.274,0.71,2024-04-04 19:04:50
-0.048828125,0.274,0.71,2024-04-04 19:05:06
-0.05859375,0.274,0.71,2024-04-04 19:05:23
0.013671875,0.274,0.71,2024-04-04 19:05:39
0.05078125,0.274,0.71,2024-04-04 19:05:55
-0.072265625,0.274,0.71,2024-04-04 19:06:12
-0.107421875,0.274,0.71,2024-04-04 19:06:28
0.0,0.274,0.71,2024-04-04 19:06:44
-0.0234375,0.274,0.71,2024-04-04 19:07:00
-0.126953125,0.274,0.71,2024-04-04 19:07:16
-0.1171875,0.274,0.71,2024-04-04 19:07:33
0.005859375,0.274,0.71,2024-04-04 19:07:49
-0.041015625,0.274,0.71,2024-04-04 19:08:05
-0.107421875,0.274,0.71,2024-04-04 19:08:22
-0.0859375,0.274,0.71,2024-04-04 19:08:38
0.005859375,0.274,0.71,2024-04-04 19:08:54
-0.080078125,0.274,0.71,2024-04-04 19:09:10
-0.126953125,0.274,0.71,2024-04-04 19:09:27
-0.052734375,0.274,0.71,2024-04-04 19:09:43
0.03125,0.274,0.71,2024-04-04 19:09:59
-0.064453125,0.274,0.71,2024-04-04 19:10:15
-0.123046875,0.274,0.71,2024-04-04 19:10:32
-0.044921875,0.274,0.71,2024-04-04 19:10:48
0.009765625,0.274,0.71,2024-04-04 19:11:04
-0.103515625,0.274,0.71,2024-04-04 19:11:20
-0.1171875,0.274,0.71,2024-04-04 19:11:37
-0.029296875,0.274,0.71,2024-04-04 19:11:53
-0.001953125,0.274,0.71,2024-04-04 19:12:09
-0.076171875,0.274,0.71,2024-04-04 19:12:25
-0.083984375,0.274,0.71,2024-04-04 19:12:42
0.013671875,0.274,0.71,2024-04-04 19:12:58
0.017578125,0.27,0.72,2024-04-04 19:13:14
-0.08984375,0.27,0.72,2024-04-04 19:13:30
-0.078125,0.27,0.72,2024-04-04 19:13:46
0.0234375,0.27,0.72,2024-04-04 19:14:03
-0.021484375,0.27,0.72,2024-04-04 19:14:19
-0.095703125,0.27,0.72,2024-04-04 19:14:35
-0.05859375,0.27,0.72,2024-04-04 19:14:52
0.01953125,0.27,0.72,2024-04-04 19:15:08
-0.041015625,0.27,0.72,2024-04-04 19:15:24
-0.134765625,0.27,0.72,2024-04-04 19:15:40
-0.05859375,0.27,0.72,2024-04-04 19:15:56
0.01953125,0.27,0.72,2024-04-04 19:16:12
-0.08203125,0.27,0.72,2024-04-04 19:16:29
-0.1484375,0.27,0.72,2024-04-04 19:16:45
-0.375,0.27,0.72,2024-04-04 19:17:01
-0.708984375,0.27,0.72,2024-04-04 19:17:18
-0.802734375,0.27,0.72,2024-04-04 19:17:34
-0.7890625,0.27,0.72,2024-04-04 19:17:50
-0.69140625,0.27,0.72,2024-04-04 19:18:06
-0.62890625,0.27,0.72,2024-04-04 19:18:22
-0.689453125,0.27,0.72,2024-04-04 19:18:38
-0.65625,0.27,0.72,2024-04-04 19:18:55
-0.5234375,0.27,0.72,2024-04-04 19:19:11
-0.48828125,0.27,0.72,2024-04-04 19:19:27
-0.548828125,0.27,0.72,2024-04-04 19:19:43
-0.4921875,0.27,0.72,2024-04-04 19:19:59
-0.326171875,0.27,0.72,2024-04-04 19:20:16
-0.333984375,0.27,0.72,2024-04-04 19:20:32
-0.375,0.27,0.72,2024-04-04 19:20:48
-0.287109375,0.27,0.72,2024-04-04 19:21:04
-0.16796875,0.27,0.72,2024-04-04 19:21:21
-0.212890625,0.27,0.72,2024-04-04 19:21:37
-0.244140625,0.27,0.72,2024-04-04 19:21:53
-0.142578125,0.27,0.72,2024-04-04 19:22:10
-0.037109375,0.27,0.72,2024-04-04 19:22:26
-0.11328125,0.27,0.72,2024-04-04 19:22:42
-0.1640625,0.27,0.72,2024-04-04 19:22:59
-0.07421875,0.27,0.72,2024-04-04 19:23:15
-0.005859375,0.27,0.72,2024-04-04 19:23:31
-0.087890625,0.27,0.72,2024-04-04 19:23:47
-0.091796875,0.27,0.72,2024-04-04 19:24:04
-0.0078125,0.27,0.72,2024-04-04 19:24:20
0.02734375,0.27,0.72,2024-04-04 19:24:36
-0.072265625,0.27,0.72,2024-04-04 19:24:52
-0.048828125,0.27,0.72,2024-04-04 19:25:08
0.08203125,0.27,0.72,2024-04-04 19:25:25
0.060546875,0.27,0.72,2024-04-04 19:25:41
-0.029296875,0.27,0.72,2024-04-04 19:25:57
-0.001953125,0.27,0.72,2024-04-04 19:26:13
0.10546875,0.27,0.72,2024-04-04 19:26:30
0.068359375,0.27,0.72,2024-04-04 19:26:46
-0.013671875,0.27,0.72,2024-04-04 19:27:02
0.029296875,0.27,0.72,2024-04-04 19:27:18
0.11328125,0.27,0.72,2024-04-04 19:27:35
0.05078125,0.27,0.72,2024-04-04 19:27:51
-0.013671875,0.27,0.72,2024-04-04 19:28:07
0.052734375,0.27,0.72,2024-04-04 19:28:24
0.1328125,0.27,0.72,2024-04-04 19:28:40
0.02734375,0.27,0.72,2024-04-04 19:28:56
-0.015625,0.27,0.72,2024-04-04 19:29:12
0.0703125,0.27,0.72,2024-04-04 19:29:28
0.12109375,0.27,0.72,2024-04-04 19:29:45
0.013671875,0.27,0.72,2024-04-04 19:30:01
-0.025390625,0.27,0.72,2024-04-04 19:30:17
0.068359375,0.27,0.72,2024-04-04 19:30:33
0.080078125,0.27,0.72,2024-04-04 19:30:49
-0.01171875,0.27,0.72,2024-04-04 19:31:06
0.0,0.27,0.72,2024-04-04 19:31:22
0.09375,0.27,0.72,2024-04-04 19:31:38
0.08984375,0.27,0.72,2024-04-04 19:31:54
-0.00390625,0.27,0.72,2024-04-04 19:32:10
0.013671875,0.27,0.72,2024-04-04 19:32:27
0.11328125,0.27,0.72,2024-04-04 19:32:43
0.07421875,0.27,0.72,2024-04-04 19:32:59
-0.005859375,0.27,0.72,2024-04-04 19:33:15
0.0390625,0.27,0.72,2024-04-04 19:33:31
0.115234375,0.27,0.72,2024-04-04 19:33:48
0.037109375,0.27,0.72,2024-04-04 19:34:04
-0.033203125,0.27,0.72,2024-04-04 19:34:20
0.021484375,0.27,0.72,2024-04-04 19:34:36
0.09765625,0.27,0.72,2024-04-04 19:34:53
0.0078125,0.27,0.72,2024-04-04 19:35:09
-0.048828125,0.27,0.72,2024-04-04 19:35:25
0.029296875,0.27,0.72,2024-04-04 19:35:41
0.072265625,0.27,0.72,2024-04-04 19:35:57
-0.021484375,0.27,0.72,2024-04-04 19:36:14
-0.05859375,0.27,0.72,2024-04-04 19:36:30
0.044921875,0.27,0.72,2024-04-04 19:36:48
0.05859375,0.27,0.72,2024-04-04 19:37:05
-0.052734375,0.27,0.72,2024-04-04 19:37:21
-0.05078125,0.27,0.72,2024-04-04 19:37:37
0.01953125,0.27,0.72,2024-04-04 19:37:53
-0.080078125,0.27,0.72,2024-04-04 19:38:09
-0.1171875,0.27,0.72,2024-04-04 19:38:26
-0.021484375,0.27,0.72,2024-04-04 19:38:42
0.009765625,0.27,0.72,2024-04-04 19:38:58
-0.107421875,0.27,0.72,2024-04-04 19:39:14
-0.115234375,0.27,0.72,2024-04-04 19:39:31
-0.00390625,0.27,0.72,2024-04-04 19:39:47
-0.015625,0.27,0.72,2024-04-04 19:40:03
-0.1015625,0.27,0.72,2024-04-04 19:40:19
-0.07421875,0.27,0.72,2024-04-04 19:40:35
0.01953125,0.27,0.72,2024-04-04 19:40:51
-0.015625,0.27,0.72,2024-04-04 19:41:07
-0.103515625,0.27,0.72,2024-04-04 19:41:23
-0.08203125,0.27,0.72,2024-04-04 19:41:40
0.005859375,0.27,0.72,2024-04-04 19:41:56
-0.04296875,0.27,0.72,2024-04-04 19:42:12
-0.13671875,0.27,0.72,2024-04-04 19:42:29
-0.0703125,0.27,0.72,2024-04-04 19:42:45
-0.00390625,0.27,0.72,2024-04-04 19:43:01
-0.08984375,0.27,0.72,2024-04-04 19:43:17
-0.115234375,0.27,0.72,2024-04-04 19:43:33
-0.04296875,0.27,0.72,2024-04-04 19:43:49
0.0,0.27,0.72,2024-04-04 19:44:06
-0.111328125,0.27,0.72,2024-04-04 19:44:22
-0.12109375,0.27,0.72,2024-04-04 19:44:38
-0.01171875,0.27,0.72,2024-04-04 19:44:54
-0.00390625,0.27,0.72,2024-04-04 19:45:11
-0.12890625,0.27,0.72,2024-04-04 19:45:27
-0.14453125,0.27,0.72,2024-04-04 19:45:43
-0.029296875,0.27,0.72,2024-04-04 19:45:59
-0.048828125,0.27,0.72,2024-04-04 19:46:15
-0.15625,0.27,0.72,2024-04-04 19:46:31
-0.1328125,0.27,0.72,2024-04-04 19:46:48
-0.033203125,0.27,0.72,2024-04-04 19:47:04
-0.060546875,0.27,0.72,2024-04-04 19:47:20
-0.154296875,0.27,0.72,2024-04-04 19:47:36
-0.109375,0.27,0.72,2024-04-04 19:47:52
-0.01171875,0.27,0.72,2024-04-04 19:48:08
-0.083984375,0.27,0.72,2024-04-04 19:48:24
-0.142578125,0.27,0.72,2024-04-04 19:48:41
-0.0859375,0.27,0.72,2024-04-04 19:48:57
-0.009765625,0.27,0.72,2024-04-04 19:49:13
-0.087890625,0.27,0.72,2024-04-04 19:49:29
-0.125,0.27,0.72,2024-04-04 19:49:45
-0.056640625,0.27,0.72,2024-04-04 19:50:01
0.001953125,0.27,0.72,2024-04-04 19:50:18
-0.11328125,0.27,0.72,2024-04-04 19:50:34
-0.16796875,0.27,0.72,2024-04-04 19:50:50
-0.07421875,0.27,0.72,2024-04-04 19:51:06
-0.046875,0.27,0.72,2024-04-04 19:51:22
-0.181640625,0.27,0.72,2024-04-04 19:51:38
-0.1875,0.27,0.72,2024-04-04 19:51:54
-0.068359375,0.27,0.72,2024-04-04 19:52:11
-0.056640625,0.27,0.72,2024-04-04 19:52:27
-0.154296875,0.27,0.72,2024-04-04 19:52:43
